"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"28/02/2020","74.615","75.556","0,87","72.303","74.615","618,26M"
"27/02/2020","75.662","74.906","-1,77","74.737","76.914","1,67B"
"26/02/2020","77.519","76.253","-4,25","75.641","77.519","1,46B"
"21/02/2020","78.810","79.639","0,59","78.414","79.639","911,84M"
"20/02/2020","80.300","79.175","-1,54","79.018","80.303","1,14B"
"19/02/2020","79.980","80.410","0,53","79.825","80.649","1,07B"
"18/02/2020","79.434","79.982","0,44","79.106","79.982","1,05B"
"17/02/2020","78.732","79.628","1,16","78.643","79.771","768,97M"
"14/02/2020","79.148","78.712","-0,34","78.220","79.248","1,01B"
"13/02/2020","78.570","78.983","-0,14","78.022","79.214","1,08B"
"12/02/2020","78.178","79.098","1,33","77.905","79.142","1,54B"
"11/02/2020","76.642","78.062","2,16","76.607","78.062","1,15B"
"10/02/2020","77.651","76.414","-1,67","76.078","77.774","1,11B"
"07/02/2020","78.908","77.713","-1,68","77.622","79.013","1,11B"
"06/02/2020","80.342","79.040","-1,34","78.843","80.607","1,19B"
"05/02/2020","79.986","80.113","0,47","79.805","80.473","1,54B"
"04/02/2020","79.805","79.736","0,56","79.603","80.293","1,28B"
"03/02/2020","78.240","79.289","1,25","78.189","79.591","1,22B"
"31/01/2020","79.183","78.309","-1,37","78.179","79.183","1,14B"
"30/01/2020","79.675","79.325","-1,25","78.312","79.684","957,43M"
"29/01/2020","80.919","80.332","-0,63","80.162","81.222","958,57M"
"28/01/2020","79.590","80.840","1,57","79.426","80.965","956,00M"
"27/01/2020","80.300","79.593","-1,76","79.243","80.300","1,08B"
"24/01/2020","81.135","81.023","-0,04","80.552","81.209","893,10M"
"23/01/2020","80.242","81.053","0,75","79.484","81.053","1,19B"
"22/01/2020","80.111","80.446","0,59","79.871","80.683","1,40B"
"21/01/2020","80.199","79.975","-0,49","79.770","80.370","1,07B"
"20/01/2020","79.953","80.372","0,57","79.663","80.427","945,60M"
"17/01/2020","79.736","79.921","0,47","79.377","79.921","1,03B"
"16/01/2020","79.518","79.547","0,25","79.110","79.796","1,22B"
"15/01/2020","79.313","79.348","-0,05","78.863","79.557","1,62B"
"14/01/2020","79.288","79.384","0,13","78.576","79.384","1,27B"
"13/01/2020","78.695","79.280","0,87","78.695","79.341","1,23B"
"10/01/2020","77.902","78.598","1,11","77.862","78.757","1,34B"
"09/01/2020","77.326","77.732","0,71","77.000","77.756","1,41B"
"08/01/2020","77.121","76.355","-0,85","76.267","77.121","360,27M"
"07/01/2020","77.313","77.012","-0,48","76.522","77.317","1,17B"
"06/01/2020","77.157","77.315","-0,06","76.430","77.515","953,40M"
